,TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
355,516.72,1.0,23.0,0.0,42.0,1.0,128.0,1.0,2015.69,0
356,121.82,1.0,7.0,2.0,69.0,0.0,123.0,3.0,8354.54,1
357,374.5,0.0,37.0,1.0,26.0,3.0,178.0,1.0,1671.51,0
358,166.13,1.0,29.0,0.0,68.0,0.0,227.0,1.0,11822.53,2
359,626.9,1.0,6.0,0.0,23.0,3.0,146.0,1.0,587.11,0
360,466.85,1.0,2.0,1.0,56.0,2.0,165.0,1.0,5422.53,1
361,788.84,1.0,31.0,2.0,58.0,2.0,231.0,1.0,1913.73,0
362,873.65,0.0,28.0,2.0,37.0,0.0,59.0,1.0,12139.83,2
363,525.28,1.0,7.0,0.0,69.0,2.0,134.0,1.0,4693.6,1
364,110.17,1.0,33.0,0.0,30.0,1.0,137.0,1.0,464.2,0
365,632.69,1.0,10.0,0.0,80.0,2.0,76.0,1.0,4363.74,1
366,124.35,1.0,28.0,0.0,72.0,2.0,90.0,1.0,3319.76,0
367,43.85,1.0,14.0,0.0,62.0,2.0,122.0,1.0,4356.98,1
368,283.81,1.0,36.0,1.0,28.0,3.0,29.0,1.0,1519.35,0
369,168.53,1.0,37.0,0.0,71.0,2.0,112.0,1.0,5962.58,1
370,218.59,0.0,10.0,1.0,40.0,1.0,123.0,1.0,6699.23,1
371,132.84,1.0,28.0,0.0,21.0,3.0,143.0,1.0,822.73,0
372,157.37,0.0,9.0,1.0,42.0,0.0,289.0,1.0,13964.31,2
373,144.77,1.0,0.0,2.0,20.0,3.0,159.0,1.0,867.32,0
374,643.22,1.0,1.0,0.0,64.0,0.0,93.0,1.0,1035.86,0
376,208.07,1.0,28.0,2.0,32.0,0.0,36.0,1.0,8478.9,1
377,94.3,1.0,31.0,1.0,57.0,0.0,57.0,1.0,11088.95,2
378,295.5,1.0,23.0,0.0,59.0,2.0,36.0,1.0,6280.66,1
379,30.23,1.0,2.0,0.0,44.0,0.0,99.0,1.0,481.13,0
380,112.05,0.0,31.0,0.0,26.0,3.0,159.0,1.0,1122.88,0
381,180.24,1.0,31.0,1.0,58.0,1.0,144.0,1.0,8431.23,1
382,13.71,0.0,10.0,2.0,38.0,1.0,148.0,1.0,8342.79,1
383,96.54,1.0,27.0,1.0,58.0,2.0,95.0,1.0,7182.22,1
384,79.35,1.0,20.0,2.0,67.0,2.0,70.0,1.0,1692.15,0
385,101.04,1.0,35.0,0.0,27.0,3.0,160.0,1.0,1695.57,0
386,74.42,1.0,12.0,2.0,49.0,1.0,68.0,1.0,6264.21,1
387,39.66,1.0,41.0,1.0,52.0,1.0,169.0,1.0,8497.34,1
388,99.36,1.0,39.0,0.0,40.0,0.0,46.0,1.0,1272.12,0
389,123.85,1.0,19.0,2.0,56.0,1.0,244.0,1.0,3959.62,0
390,426.93,1.0,29.0,0.0,19.0,3.0,248.0,1.0,476.19,0
391,133.73,0.0,38.0,2.0,25.0,3.0,123.0,1.0,1872.22,0
392,222.39,1.0,41.0,2.0,49.0,1.0,73.0,1.0,3117.39,0
393,215.94,0.0,41.0,2.0,22.0,3.0,140.0,1.0,1841.69,0
394,6.3,1.0,8.0,1.0,80.0,2.0,283.0,5.0,7697.68,1
395,826.23,1.0,7.0,0.0,29.0,0.0,209.0,1.0,7580.59,1
396,416.37,1.0,8.0,2.0,35.0,1.0,67.0,1.0,7936.91,1
397,131.46,1.0,5.0,1.0,67.0,2.0,258.0,1.0,6642.33,1
398,202.86,0.0,22.0,1.0,61.0,0.0,149.0,1.0,7642.25,1
399,268.39,1.0,24.0,0.0,26.0,3.0,171.0,1.0,136.74,0
400,194.85,1.0,17.0,2.0,23.0,3.0,130.0,4.0,319.84,0
401,137.35,0.0,34.0,2.0,40.0,0.0,220.0,1.0,12662.66,2
402,712.75,1.0,30.0,1.0,44.0,0.0,25.0,1.0,8126.06,1
403,353.82,1.0,25.0,0.0,42.0,0.0,143.0,1.0,705.75,0
404,507.25,1.0,42.0,1.0,73.0,2.0,143.0,1.0,5331.57,1
405,212.74,1.0,39.0,1.0,27.0,1.0,128.0,1.0,7645.47,1
406,364.42,1.0,7.0,0.0,51.0,1.0,146.0,1.0,8119.73,1
407,195.12,1.0,21.0,0.0,46.0,0.0,144.0,1.0,6101.15,1
408,230.61,1.0,33.0,1.0,80.0,2.0,204.0,1.0,2561.42,0
409,739.28,0.0,40.0,1.0,58.0,0.0,47.0,1.0,11905.64,2
410,390.35,0.0,29.0,0.0,64.0,0.0,61.0,1.0,7095.88,1
411,242.03,1.0,9.0,2.0,58.0,1.0,124.0,1.0,4382.73,1
412,242.39,0.0,35.0,0.0,18.0,3.0,271.0,1.0,1328.73,0
413,135.03,1.0,37.0,0.0,23.0,3.0,180.0,1.0,1278.0,0
414,83.5,1.0,9.0,1.0,61.0,2.0,91.0,5.0,1749.79,0
415,193.54,1.0,28.0,1.0,80.0,2.0,267.0,1.0,2929.51,0
416,617.36,1.0,18.0,1.0,29.0,1.0,61.0,1.0,8926.38,1
417,775.23,0.0,0.0,2.0,59.0,0.0,38.0,1.0,5977.59,1
418,266.57,1.0,12.0,0.0,72.0,2.0,100.0,1.0,7676.92,1
419,153.4,1.0,23.0,0.0,45.0,1.0,144.0,1.0,4657.7,1
421,5.12,1.0,27.0,1.0,34.0,1.0,90.0,1.0,3293.01,0
422,119.11,1.0,11.0,0.0,57.0,1.0,131.0,1.0,7998.25,1
424,119.72,1.0,40.0,1.0,30.0,1.0,123.0,1.0,3435.34,0
425,107.4,1.0,41.0,2.0,58.0,0.0,32.0,1.0,344.07,0
426,115.92,1.0,33.0,0.0,53.0,2.0,57.0,1.0,3897.17,0
427,438.04,1.0,30.0,0.0,67.0,2.0,247.0,1.0,5358.95,1
428,677.29,1.0,15.0,2.0,27.0,1.0,287.0,1.0,627.79,0
429,296.0,1.0,19.0,1.0,35.0,0.0,248.0,1.0,7418.82,1
430,299.09,0.0,4.0,1.0,36.0,1.0,84.0,1.0,5615.26,1
431,461.52,0.0,10.0,1.0,24.0,3.0,44.0,1.0,1995.18,0
432,100.52,1.0,19.0,0.0,50.0,1.0,110.0,1.0,453.39,0
433,85.35,1.0,42.0,0.0,66.0,2.0,166.0,1.0,2173.76,0
434,79.76,1.0,33.0,1.0,39.0,1.0,170.0,1.0,6452.14,1
435,778.49,0.0,29.0,2.0,75.0,2.0,107.0,1.0,7713.67,1
436,386.38,1.0,31.0,2.0,42.0,1.0,135.0,1.0,5528.36,1
437,165.25,1.0,34.0,2.0,35.0,0.0,106.0,1.0,9939.94,2
438,14.29,1.0,20.0,0.0,34.0,1.0,150.0,1.0,7016.99,1
439,232.79,0.0,16.0,1.0,55.0,2.0,145.0,1.0,2661.3,0
441,92.29,1.0,0.0,1.0,54.0,1.0,115.0,1.0,2026.32,0
442,293.97,1.0,31.0,1.0,68.0,2.0,153.0,1.0,7371.85,1
443,136.32,1.0,24.0,2.0,19.0,3.0,113.0,1.0,264.83,0
444,251.06,1.0,7.0,2.0,36.0,0.0,34.0,1.0,10001.66,2
445,50.17,0.0,34.0,0.0,77.0,2.0,35.0,1.0,7752.14,1
446,21.4,1.0,14.0,1.0,34.0,1.0,258.0,1.0,9594.11,2
447,73.28,1.0,4.0,1.0,21.0,3.0,21.0,1.0,1329.41,0
448,70.23,1.0,22.0,0.0,38.0,0.0,260.0,1.0,11624.93,2
449,689.29,1.0,12.0,0.0,22.0,3.0,100.0,1.0,168.84,0
450,745.03,1.0,13.0,2.0,28.0,3.0,231.0,1.0,160.57,0
451,54.61,1.0,25.0,0.0,58.0,1.0,160.0,1.0,7135.64,1
452,54.05,1.0,21.0,1.0,27.0,3.0,146.0,1.0,469.14,0
453,107.47,1.0,2.0,2.0,67.0,2.0,144.0,1.0,7517.5,1
454,611.11,1.0,11.0,0.0,20.0,3.0,282.0,4.0,919.84,0
455,219.63,1.0,5.0,0.0,48.0,0.0,44.0,1.0,8013.63,1
456,188.7,1.0,27.0,1.0,54.0,2.0,123.0,1.0,5077.06,1
457,93.52,1.0,30.0,2.0,51.0,1.0,97.0,1.0,2791.2,0
458,275.92,0.0,26.0,1.0,62.0,2.0,107.0,1.0,1777.38,0
459,376.79,1.0,25.0,1.0,68.0,2.0,265.0,1.0,7749.14,1
460,8.98,1.0,11.0,2.0,66.0,2.0,56.0,1.0,4516.76,1
461,697.32,1.0,1.0,2.0,68.0,2.0,91.0,1.0,2016.02,0
462,17.45,1.0,29.0,0.0,18.0,3.0,88.0,1.0,1959.52,0
463,302.16,1.0,18.0,2.0,80.0,2.0,138.0,5.0,3876.61,0
464,442.74,1.0,36.0,1.0,23.0,3.0,136.0,1.0,1790.27,0
465,623.9,1.0,38.0,0.0,27.0,3.0,249.0,1.0,711.47,0
466,445.41,1.0,14.0,0.0,35.0,0.0,235.0,3.0,12154.66,2
467,63.41,1.0,13.0,0.0,26.0,3.0,36.0,1.0,1546.22,0
468,346.85,1.0,18.0,0.0,44.0,0.0,88.0,1.0,7208.15,1
469,71.95,0.0,29.0,2.0,59.0,1.0,53.0,1.0,9267.32,2
470,7.5,1.0,9.0,2.0,63.0,2.0,36.0,1.0,6485.78,1
471,206.46,1.0,41.0,0.0,65.0,2.0,279.0,1.0,3984.38,0
472,423.11,1.0,8.0,0.0,60.0,1.0,47.0,1.0,412.78,0
473,35.84,0.0,7.0,2.0,54.0,2.0,172.0,1.0,4795.65,1
474,88.6,0.0,33.0,1.0,28.0,3.0,105.0,1.0,246.57,0
476,53.81,0.0,33.0,0.0,55.0,1.0,37.0,2.0,2564.62,0
477,22.46,1.0,27.0,2.0,54.0,2.0,78.0,1.0,6631.5,1
478,334.89,1.0,13.0,2.0,21.0,3.0,260.0,1.0,1661.68,0
479,319.27,0.0,29.0,2.0,54.0,2.0,59.0,1.0,5504.01,1
480,144.3,1.0,28.0,0.0,18.0,3.0,88.0,1.0,312.19,0
481,348.7,0.0,14.0,1.0,69.0,2.0,149.0,1.0,2445.58,0
482,366.21,1.0,28.0,0.0,62.0,0.0,181.0,1.0,10862.99,2
483,99.11,1.0,30.0,2.0,55.0,2.0,12.0,1.0,5414.87,1
484,539.35,1.0,25.0,0.0,55.0,2.0,127.0,1.0,3919.44,0
485,188.99,1.0,28.0,1.0,58.0,1.0,92.0,1.0,7315.34,1
487,710.14,1.0,12.0,0.0,26.0,3.0,227.0,1.0,465.63,0
488,308.68,1.0,25.0,2.0,53.0,0.0,170.0,1.0,9992.36,2
489,166.68,1.0,23.0,0.0,57.0,2.0,139.0,1.0,5141.19,1
490,0.99,1.0,20.0,0.0,45.0,1.0,133.0,1.0,4317.85,1
491,505.19,1.0,18.0,0.0,30.0,0.0,128.0,5.0,5326.68,1
492,66.58,1.0,33.0,1.0,23.0,3.0,79.0,1.0,1636.32,0
493,223.43,1.0,9.0,1.0,77.0,2.0,178.0,1.0,7932.41,1
494,659.95,1.0,11.0,2.0,60.0,1.0,114.0,1.0,3927.69,0
495,634.86,1.0,6.0,0.0,27.0,3.0,45.0,1.0,588.5,0
496,286.5,0.0,4.0,1.0,30.0,1.0,60.0,1.0,8517.95,1
497,322.96,0.0,30.0,1.0,76.0,2.0,168.0,1.0,2401.59,0
498,654.48,1.0,8.0,1.0,19.0,3.0,114.0,1.0,6776.41,1
499,157.97,1.0,30.0,1.0,48.0,0.0,140.0,1.0,5529.92,1
500,120.9,1.0,40.0,1.0,40.0,0.0,52.0,1.0,9009.42,1
501,254.77,1.0,10.0,1.0,57.0,1.0,57.0,1.0,5994.87,1
502,795.96,1.0,33.0,2.0,65.0,2.0,119.0,1.0,5468.58,1
503,149.25,1.0,29.0,0.0,39.0,1.0,142.0,1.0,5677.52,1
504,3.42,0.0,35.0,2.0,43.0,0.0,158.0,1.0,14180.21,2
505,68.19,0.0,14.0,2.0,40.0,0.0,189.0,1.0,9895.1,2
506,493.42,1.0,3.0,1.0,39.0,1.0,111.0,1.0,2232.84,0
507,37.57,1.0,12.0,0.0,57.0,2.0,42.0,1.0,7739.54,1
508,127.0,0.0,26.0,1.0,19.0,3.0,68.0,5.0,431.16,0
509,96.89,1.0,34.0,0.0,59.0,2.0,53.0,1.0,6044.93,1
510,448.33,1.0,1.0,0.0,25.0,3.0,161.0,1.0,922.19,0
512,8.65,1.0,19.0,2.0,48.0,0.0,273.0,1.0,10778.35,2
513,65.57,1.0,24.0,2.0,41.0,1.0,82.0,1.0,7513.79,1
514,539.81,1.0,37.0,2.0,46.0,1.0,177.0,1.0,2051.25,0
515,363.53,1.0,18.0,0.0,63.0,2.0,142.0,1.0,1038.91,0
516,64.9,0.0,11.0,1.0,51.0,2.0,72.0,1.0,6854.61,1
517,358.18,1.0,4.0,0.0,18.0,3.0,157.0,1.0,619.86,0
518,167.2,1.0,35.0,1.0,30.0,0.0,84.0,1.0,11320.83,2
519,121.91,1.0,6.0,1.0,60.0,0.0,133.0,1.0,14510.8,2
520,137.57,1.0,21.0,2.0,54.0,1.0,70.0,1.0,5103.67,1
521,534.62,1.0,28.0,2.0,55.0,0.0,45.0,1.0,13793.53,2
522,463.92,1.0,23.0,2.0,50.0,1.0,199.0,1.0,2403.39,0
523,320.14,1.0,25.0,2.0,60.0,2.0,96.0,1.0,3075.97,0
524,214.93,1.0,0.0,2.0,28.0,3.0,52.0,1.0,7835.4,1
525,660.02,1.0,26.0,1.0,20.0,3.0,84.0,1.0,414.43,0
526,345.81,1.0,33.0,1.0,40.0,1.0,135.0,1.0,6116.8,1
527,143.54,1.0,30.0,0.0,71.0,2.0,80.0,1.0,6067.62,1
528,42.55,1.0,39.0,1.0,53.0,1.0,29.0,1.0,7341.43,1
530,541.79,1.0,23.0,0.0,22.0,3.0,125.0,1.0,1454.08,0
531,40.57,1.0,8.0,1.0,26.0,3.0,63.0,1.0,1476.91,0
532,120.24,1.0,25.0,1.0,18.0,3.0,131.0,2.0,1943.13,0
533,498.67,1.0,24.0,2.0,28.0,3.0,244.0,1.0,1719.97,0
534,227.22,1.0,12.0,0.0,53.0,0.0,220.0,1.0,832.82,0
536,56.94,0.0,5.0,2.0,76.0,2.0,74.0,1.0,7004.63,1
537,629.82,1.0,7.0,0.0,68.0,2.0,159.0,1.0,6385.69,1
538,59.44,1.0,6.0,2.0,35.0,1.0,176.0,1.0,5472.03,1
539,186.69,1.0,27.0,1.0,30.0,1.0,54.0,1.0,8602.22,1
540,230.46,1.0,23.0,2.0,19.0,3.0,179.0,1.0,162.53,0
541,65.09,0.0,39.0,2.0,44.0,1.0,159.0,1.0,9370.9,2
542,457.09,0.0,26.0,2.0,55.0,1.0,63.0,1.0,8570.82,1
543,552.02,0.0,6.0,0.0,44.0,1.0,100.0,1.0,522.08,0
544,377.12,1.0,15.0,0.0,34.0,1.0,61.0,1.0,836.67,0
545,204.56,0.0,36.0,1.0,18.0,3.0,179.0,1.0,364.72,0
546,420.28,1.0,42.0,1.0,35.0,0.0,144.0,1.0,8557.32,1
547,97.09,1.0,13.0,0.0,24.0,3.0,202.0,4.0,1579.57,0
548,124.59,1.0,5.0,1.0,27.0,3.0,171.0,1.0,129.29,0
549,73.88,1.0,5.0,2.0,39.0,0.0,34.0,1.0,6474.41,1
550,77.43,1.0,33.0,2.0,21.0,3.0,169.0,1.0,1380.21,0
551,106.16,1.0,31.0,0.0,56.0,0.0,277.0,4.0,7487.79,1
552,245.93,1.0,14.0,1.0,54.0,1.0,172.0,1.0,7986.63,1
553,622.41,1.0,16.0,0.0,64.0,0.0,125.0,1.0,7322.01,1
554,43.73,1.0,29.0,0.0,34.0,0.0,145.0,1.0,9929.43,2
556,2.03,0.0,11.0,0.0,33.0,1.0,28.0,1.0,3012.31,0
557,770.65,1.0,17.0,2.0,31.0,0.0,137.0,1.0,7198.8,1
558,260.31,1.0,2.0,1.0,63.0,0.0,113.0,1.0,10980.38,2
559,356.1,0.0,13.0,1.0,26.0,3.0,187.0,1.0,868.35,0
560,27.07,0.0,41.0,1.0,80.0,2.0,39.0,1.0,3773.29,0
561,119.89,1.0,40.0,0.0,67.0,0.0,60.0,1.0,6697.77,1
562,106.39,1.0,41.0,2.0,37.0,0.0,281.0,1.0,9410.99,2
563,12.04,1.0,13.0,2.0,37.0,1.0,58.0,1.0,6213.32,1
564,365.7,1.0,15.0,1.0,21.0,3.0,115.0,2.0,368.78,0
565,29.38,0.0,3.0,1.0,28.0,3.0,63.0,1.0,1663.31,0
566,319.85,1.0,10.0,0.0,60.0,0.0,148.0,1.0,711.66,0
567,350.14,0.0,20.0,2.0,75.0,2.0,38.0,1.0,2403.25,0
568,163.94,0.0,41.0,1.0,52.0,2.0,73.0,1.0,5957.37,1
569,170.53,1.0,28.0,1.0,24.0,3.0,58.0,1.0,801.01,0
570,262.22,0.0,3.0,0.0,40.0,1.0,136.0,1.0,5711.71,1
571,41.49,1.0,0.0,2.0,24.0,3.0,13.0,1.0,928.33,0
572,121.43,0.0,34.0,1.0,52.0,1.0,243.0,1.0,7365.28,1
573,350.46,1.0,26.0,1.0,51.0,2.0,165.0,1.0,5839.38,1
574,220.41,0.0,12.0,2.0,26.0,1.0,155.0,1.0,5116.98,1
575,33.46,1.0,39.0,0.0,72.0,2.0,111.0,1.0,3641.07,0
576,104.79,1.0,10.0,0.0,70.0,0.0,223.0,1.0,1352.19,0
577,246.27,1.0,14.0,2.0,29.0,0.0,141.0,1.0,7299.86,1
578,48.85,1.0,9.0,0.0,19.0,3.0,176.0,1.0,1503.56,0
579,332.0,1.0,5.0,0.0,69.0,2.0,17.0,1.0,5943.13,1
580,118.1,1.0,22.0,2.0,54.0,1.0,167.0,1.0,895.66,0
581,84.59,0.0,19.0,1.0,67.0,0.0,10.0,1.0,5669.1,1
582,295.64,1.0,17.0,2.0,21.0,3.0,82.0,1.0,1061.96,0
583,514.33,1.0,30.0,1.0,25.0,3.0,160.0,1.0,1592.94,0
585,94.59,1.0,42.0,2.0,39.0,0.0,34.0,1.0,6171.89,1
586,80.43,1.0,8.0,1.0,59.0,2.0,157.0,1.0,5987.67,1
587,54.25,1.0,41.0,2.0,68.0,0.0,37.0,1.0,14783.33,2
588,178.88,0.0,9.0,1.0,76.0,2.0,93.0,4.0,4708.29,1
589,518.85,1.0,18.0,2.0,22.0,3.0,82.0,1.0,1806.0,0
590,10.65,1.0,21.0,2.0,54.0,0.0,161.0,1.0,13240.72,2
591,198.62,0.0,40.0,1.0,27.0,3.0,84.0,1.0,1196.07,0
592,107.03,1.0,24.0,1.0,27.0,3.0,73.0,1.0,1408.07,0
593,139.57,1.0,13.0,0.0,19.0,3.0,263.0,3.0,271.78,0
594,312.47,1.0,25.0,0.0,49.0,1.0,148.0,4.0,9419.27,2
595,346.11,1.0,9.0,1.0,41.0,1.0,213.0,1.0,9551.64,2
596,138.06,1.0,5.0,1.0,44.0,1.0,159.0,1.0,1070.47,0
597,158.02,1.0,27.0,0.0,49.0,1.0,120.0,1.0,9374.24,2
598,830.01,0.0,6.0,2.0,66.0,2.0,96.0,1.0,4253.18,1
599,435.5,1.0,28.0,0.0,55.0,2.0,112.0,1.0,6981.03,1
600,110.49,1.0,33.0,2.0,57.0,0.0,48.0,1.0,10483.93,2
601,329.4,1.0,10.0,2.0,34.0,0.0,68.0,1.0,9588.07,2
602,635.4,1.0,10.0,0.0,47.0,0.0,106.0,1.0,1238.11,0
603,769.97,1.0,36.0,1.0,22.0,3.0,23.0,1.0,1244.93,0
604,175.07,1.0,7.0,1.0,26.0,3.0,169.0,1.0,1040.25,0
605,7.31,1.0,19.0,1.0,78.0,2.0,282.0,1.0,5757.67,1
606,175.15,1.0,11.0,0.0,27.0,3.0,32.0,1.0,1712.65,0
607,32.54,1.0,28.0,2.0,25.0,3.0,183.0,4.0,1544.88,0
608,121.82,1.0,9.0,2.0,60.0,0.0,119.0,1.0,13293.83,2
609,56.12,1.0,12.0,0.0,30.0,0.0,102.0,1.0,8839.67,1
610,424.7,0.0,24.0,2.0,56.0,2.0,178.0,1.0,6239.89,1
611,35.16,1.0,6.0,1.0,32.0,1.0,130.0,1.0,8459.18,1
612,35.73,1.0,24.0,1.0,65.0,0.0,87.0,1.0,9073.17,1
613,3.44,1.0,13.0,0.0,78.0,2.0,108.0,1.0,7561.33,1
615,139.03,0.0,20.0,2.0,50.0,1.0,81.0,1.0,2276.57,0
616,254.92,0.0,35.0,0.0,28.0,1.0,169.0,1.0,2791.12,0
617,115.11,1.0,0.0,2.0,28.0,1.0,139.0,1.0,9808.97,2
618,171.11,1.0,37.0,0.0,57.0,2.0,171.0,1.0,6324.09,1
619,168.54,1.0,28.0,0.0,70.0,0.0,142.0,2.0,13406.0,2
620,420.76,1.0,24.0,1.0,51.0,2.0,76.0,1.0,6581.55,1
621,408.46,1.0,33.0,1.0,64.0,2.0,28.0,1.0,3140.79,0
623,342.17,0.0,27.0,1.0,21.0,3.0,247.0,1.0,461.83,0
624,580.71,1.0,30.0,0.0,53.0,1.0,95.0,1.0,5670.0,1
625,821.54,0.0,1.0,1.0,79.0,2.0,36.0,1.0,4040.32,0
626,253.47,1.0,1.0,1.0,20.0,3.0,238.0,1.0,220.51,0
627,22.81,1.0,27.0,2.0,62.0,2.0,75.0,1.0,3634.76,0
628,266.57,0.0,4.0,2.0,39.0,1.0,96.0,1.0,7180.48,1
629,374.61,0.0,23.0,2.0,75.0,2.0,37.0,1.0,1389.71,0
630,339.35,0.0,4.0,0.0,78.0,2.0,70.0,1.0,5002.7,1
631,810.36,1.0,8.0,0.0,20.0,3.0,67.0,1.0,9239.12,2
632,9.83,1.0,22.0,0.0,24.0,3.0,86.0,1.0,666.42,0
633,135.57,0.0,4.0,1.0,51.0,0.0,116.0,1.0,11351.64,2
634,340.05,1.0,11.0,0.0,43.0,1.0,37.0,1.0,7234.15,1
635,283.45,1.0,7.0,1.0,27.0,1.0,127.0,1.0,2049.51,0
636,100.99,1.0,27.0,0.0,68.0,0.0,114.0,1.0,8865.27,1
637,90.88,1.0,0.0,1.0,18.0,3.0,176.0,1.0,3908.47,0
638,655.15,1.0,39.0,0.0,26.0,1.0,264.0,1.0,5587.44,1
639,320.55,1.0,25.0,2.0,50.0,1.0,118.0,1.0,438.75,0
640,41.51,1.0,31.0,2.0,28.0,3.0,48.0,1.0,609.6,0
641,71.53,0.0,17.0,1.0,68.0,2.0,39.0,1.0,2393.73,0
642,467.13,0.0,18.0,1.0,54.0,2.0,45.0,1.0,3914.84,0
643,235.4,1.0,11.0,1.0,28.0,3.0,70.0,1.0,818.36,0
644,159.32,1.0,39.0,1.0,18.0,3.0,100.0,1.0,304.44,0
645,50.83,0.0,30.0,2.0,30.0,0.0,48.0,1.0,9553.42,2
646,56.89,0.0,15.0,1.0,59.0,1.0,56.0,1.0,3034.67,0
647,20.22,1.0,17.0,0.0,43.0,1.0,138.0,1.0,5515.32,1
648,50.4,1.0,35.0,1.0,36.0,0.0,84.0,1.0,1677.01,0
649,73.88,1.0,20.0,1.0,53.0,2.0,131.0,1.0,4055.55,1
650,119.61,1.0,36.0,0.0,33.0,0.0,53.0,1.0,9899.94,2
652,116.58,1.0,33.0,1.0,43.0,1.0,247.0,1.0,2620.74,0
654,391.96,1.0,26.0,0.0,64.0,2.0,79.0,1.0,2174.16,0
655,156.26,0.0,41.0,1.0,46.0,1.0,160.0,1.0,7854.1,1
656,427.0,0.0,28.0,1.0,49.0,1.0,163.0,1.0,8253.65,1
657,443.68,1.0,40.0,0.0,18.0,3.0,137.0,1.0,874.15,0
658,101.76,1.0,30.0,1.0,31.0,0.0,26.0,1.0,6043.25,1
659,67.57,1.0,5.0,1.0,37.0,1.0,107.0,1.0,2766.12,0
660,326.29,1.0,10.0,2.0,56.0,1.0,179.0,1.0,8171.26,1
661,158.56,1.0,34.0,0.0,33.0,0.0,100.0,1.0,5401.21,1
662,56.02,1.0,22.0,2.0,27.0,3.0,142.0,1.0,3548.02,0
663,288.28,1.0,32.0,2.0,27.0,3.0,36.0,1.0,160.83,0
664,245.67,0.0,32.0,1.0,24.0,3.0,107.0,1.0,752.25,0
665,152.18,0.0,20.0,2.0,39.0,1.0,176.0,4.0,2459.84,0
666,114.35,0.0,12.0,1.0,41.0,1.0,21.0,1.0,469.12,0
667,373.27,0.0,24.0,2.0,61.0,0.0,79.0,1.0,8441.61,1
668,504.63,1.0,32.0,2.0,60.0,1.0,168.0,1.0,3806.16,0
669,126.22,1.0,1.0,0.0,46.0,1.0,77.0,4.0,6133.41,1
670,820.15,1.0,18.0,1.0,47.0,0.0,181.0,1.0,8802.97,1
672,8.37,1.0,7.0,0.0,63.0,2.0,135.0,1.0,1106.34,0
673,197.49,0.0,14.0,2.0,53.0,2.0,30.0,1.0,5005.33,1
674,637.97,1.0,27.0,1.0,58.0,2.0,90.0,1.0,7949.03,1
675,13.52,1.0,39.0,0.0,26.0,3.0,65.0,1.0,259.77,0
676,432.1,1.0,37.0,0.0,49.0,1.0,240.0,1.0,2114.3,0
677,375.17,1.0,13.0,0.0,51.0,1.0,66.0,2.0,5495.3,1
678,642.68,1.0,14.0,1.0,50.0,0.0,94.0,1.0,8461.46,1
679,78.44,0.0,38.0,2.0,52.0,2.0,292.0,1.0,6870.84,1
680,139.72,1.0,22.0,1.0,49.0,1.0,201.0,1.0,5058.83,1
681,499.99,1.0,38.0,1.0,31.0,1.0,296.0,1.0,8885.0,1
682,10.07,1.0,0.0,2.0,24.0,3.0,49.0,1.0,530.81,0
683,120.62,1.0,33.0,0.0,23.0,3.0,85.0,1.0,9379.53,2
684,578.49,1.0,26.0,1.0,59.0,2.0,180.0,1.0,6475.13,1
685,119.3,1.0,23.0,1.0,34.0,1.0,22.0,5.0,319.04,0
686,280.92,1.0,31.0,2.0,41.0,0.0,168.0,1.0,5298.85,1
687,42.42,1.0,34.0,2.0,21.0,3.0,102.0,1.0,490.57,0
688,77.03,1.0,14.0,0.0,67.0,0.0,259.0,1.0,11310.27,2
689,22.59,1.0,39.0,0.0,62.0,2.0,45.0,1.0,3988.75,0
690,568.76,1.0,3.0,0.0,51.0,2.0,155.0,1.0,7484.32,1
691,25.94,0.0,38.0,2.0,58.0,2.0,211.0,5.0,4815.11,1
692,105.94,1.0,28.0,1.0,51.0,1.0,207.0,1.0,5963.1,1
693,733.29,1.0,41.0,0.0,52.0,0.0,94.0,5.0,10427.0,2
694,350.15,0.0,14.0,0.0,21.0,3.0,195.0,1.0,296.47,0
696,183.67,1.0,36.0,2.0,19.0,3.0,238.0,1.0,910.26,0
697,278.27,1.0,40.0,1.0,29.0,0.0,123.0,1.0,6684.34,1
698,470.3,1.0,2.0,0.0,40.0,0.0,88.0,1.0,8524.09,1
699,261.69,1.0,30.0,0.0,53.0,2.0,84.0,1.0,5126.65,1
700,365.04,1.0,41.0,1.0,22.0,3.0,94.0,1.0,873.89,0
701,211.1,1.0,24.0,1.0,57.0,2.0,136.0,1.0,7059.77,1
702,21.49,1.0,10.0,0.0,58.0,0.0,240.0,1.0,11991.24,2
703,63.58,1.0,8.0,0.0,18.0,3.0,199.0,1.0,8086.04,1
704,321.86,1.0,35.0,0.0,63.0,0.0,167.0,1.0,12626.49,2
705,12.11,1.0,17.0,1.0,75.0,2.0,127.0,1.0,1730.28,0
706,642.54,1.0,25.0,1.0,44.0,1.0,28.0,1.0,3143.17,0
707,210.45,1.0,19.0,0.0,27.0,3.0,146.0,1.0,1242.49,0
708,313.65,0.0,6.0,1.0,55.0,2.0,173.0,1.0,1886.36,0
709,99.76,1.0,34.0,1.0,26.0,3.0,131.0,1.0,416.89,0
710,115.32,1.0,10.0,1.0,53.0,2.0,113.0,1.0,5929.08,1
711,33.61,1.0,25.0,2.0,23.0,3.0,72.0,1.0,479.08,0
712,498.59,0.0,28.0,2.0,33.0,0.0,32.0,1.0,5862.99,1
